imputed_CARDIoGRAM_C4D_CAD_ADDITIVE	imputed_CNCR_Insomnia_all	imputed_DIAGRAM_T2D_TRANS_ETHNIC	imputed_GABRIEL_Asthma	imputed_GPC-NEO-NEUROTICISM	imputed_HRGene_HeartRate	imputed_IBD.EUR.Crohns_Disease	imputed_IBD.EUR.Inflammatory_Bowel_Disease	imputed_IBD.EUR.Ulcerative_Colitis	imputed_IGAP_Alzheimer	imputed_PGC_ADHD_EUR_2017	imputed_PGC_ASD_2017_CEU	imputed_TAGC_Asthma_EUR	imputed_UKB_20002_1261_self_reported_multiple_sclerosis	imputed_UKB_20002_1262_self_reported_parkinsons_disease	imputed_UKB_20002_1289_self_reported_schizophrenia	imputed_UKB_20127_Neuroticism_score	imputed_UKB_6152_8_diagnosed_by_doctor_Asthma
chr20:1369865-1370100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:1370865-1371483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:1374028-1374469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:13790589-13793037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:17588628-17590669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:17614159-17614635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:17643509-17645520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:17657019-17657531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:18614887-18615207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:19813946-19817123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:20085306-20085982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:21174299-21175176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23178213-23178866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23188113-23188950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23245277-23245762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23333679-23335091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23357203-23358179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23362322-23363461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:23396905-23397465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25044269-25045136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25052463-25054314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25064563-25066172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25178365-25179387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25195019-25197168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25197635-25199583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25204328-25206469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25225185-25225572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25229572-25229930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25230016-25231025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25272836-25275843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25276566-25277024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25293262-25293834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25302060-25302501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25354570-25355822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25376930-25377204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25380497-25381201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25464983-25465321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25531523-25533366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25538275-25540890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25622941-25624779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25750643-25751513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25845153-25845538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25868001-25868697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25984732-25985180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:25985245-25985657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:2878821-2879534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:2890361-2890852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:2984570-2984984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:30289388-30290938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3032153-3033508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:30376459-30378266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31484724-31486886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31495682-31498249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3150599-3151077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31521076-31522824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3152858-3153701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31562821-31563585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3158653-3160379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31610526-31611062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31637014-31639354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3164945-3165662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31675061-31676550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3167717-3168721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31750810-31751342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:31841828-31845700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3203171-3204967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3218506-3218955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:32192903-32193411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:32204327-32207581	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:32282466-32283388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3237787-3238889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3248336-3248956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3297004-3298236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:32970953-32972818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3326338-3327824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:33563276-33563585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3377355-3379330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3389723-3391708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:33909461-33910334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3398010-3398641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3398822-3399135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34014368-34015796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34024236-34025224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3406379-3407589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34068342-34069340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3420475-3420951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34268728-34272069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34302267-34303893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34376124-34376895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34401746-34402529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34421771-34423190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34540409-34541053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34544320-34544770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34552683-34554223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34564472-34565446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34570772-34571340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34577584-34579869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34626373-34628416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34676086-34677840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34708738-34709992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34710267-34710423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34713724-34714179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34744296-34745996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34790672-34792976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34824015-34825346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34825676-34826210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34872958-34873235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34895279-34897129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34901321-34901708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34921351-34923681	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34951710-34952006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34960337-34961519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34981303-34981693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34987224-34987888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35080019-35080854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35115514-35115887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35119916-35120207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35134121-35137741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35165455-35166832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35241263-35241978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35263064-35264428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35269113-35269586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35305906-35306686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35317413-35317701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35320125-35320780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35326870-35327731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35359209-35359958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35395461-35396009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35411174-35412625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35615521-35618459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35742559-35743806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35767417-35770115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35791549-35791881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35870376-35872467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:35901826-35902151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36064033-36065869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36093284-36094851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36113470-36114146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36454527-36455679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36467097-36467404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36549218-36551826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36623536-36625115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36754872-36755516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:36773259-36775280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:37191796-37192444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:37243045-37244796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3758863-3759951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:37737464-37739131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:37985828-37986993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:37987231-37988309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38068416-38068840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:381168-382588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3818274-3818940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38210593-38210814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38217143-38218706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38298038-38300161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38373855-38374140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38418456-38419901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38434022-38435687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38446170-38447663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38450729-38451124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38452170-38454125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:38471610-38473812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3865170-3865694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:3874543-3875541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:41184921-41186071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:41314660-41315251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:41358646-41360812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:41512399-41512664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:43656907-43658235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:43848866-43850455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:43899410-43901001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44247188-44247664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44282789-44283248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44286550-44288512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44301876-44303203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44731493-44732810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:44909421-44910517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45791361-45793163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45799447-45799947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45826240-45827406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45836087-45836317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45880553-45882271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45909882-45910216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45917919-45919823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45919878-45920985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45935298-45936020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45936047-45936167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:45970945-45972907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46078408-46078916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46088463-46090640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46206593-46208032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46358133-46360010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46399428-46401735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46405578-46407581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46512896-46514084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46561895-46563525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:46683382-46684467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:48928494-48929985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:48930068-48930372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:48937203-48938470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:48941012-48941429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49266871-49267948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49484307-49484590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49583843-49585083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49596108-49596666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49614811-49616900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49850547-49852834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49892256-49894060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:49956296-49957893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50095470-50095941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50099761-50101377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50146404-50147811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:50165187-50167152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:51412134-51412956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:5141442-5142170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:51749693-51751125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:53926045-53926704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:5535561-5535940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:57156475-57158382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:57160229-57162910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:57467485-57470501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:57682191-57683365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:57747490-57749713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:58899689-58899977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:58986817-58987449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:59041811-59042911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:59042984-59043716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:59043892-59044465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:59063053-59064923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:60060220-60060914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:60087265-60088190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:60137801-60141168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:60202041-60202412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62143679-62143944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62187325-62188282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62233176-62233843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62276009-62277893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62285901-62287282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62352979-62353494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62367596-62368151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62405504-62407025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62739329-62741079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62794511-62796334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62804774-62805264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:62887074-62888225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:63638292-63641082	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
chr20:63641246-63641836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr20:63651401-63651677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:63706414-63707996	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
chr20:63740389-63742169	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
chr20:63786417-63788990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:63858218-63859719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:64053239-64053951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:64054336-64054595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:64080066-64081076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:64223295-64225666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:64260760-64262322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:7256513-7258752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:8004771-8005575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:820761-822174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:833036-834917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:910253-911521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:14064088-14064503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:17513026-17514468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:25626066-25627711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:25675976-25678428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:26112069-26113083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:26115409-26117444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:26169018-26170715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:26403649-26403972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:28615352-28616033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:28731456-28732829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:28774174-28774813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:28821195-28821594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29076805-29077955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29154809-29156145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29181249-29183177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29193009-29194280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29195233-29197395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29286891-29288221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29314800-29315646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:29318253-29319281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
